>
0.640393	40.581766
0.641566	40.58294
0.642153	40.582353
0.642153	40.580886
0.641566	40.5803
0.640393	40.581766
>
0.643033	40.580886
0.643326	40.58118
0.645086	40.58118
0.64538	40.580886
0.64538	40.580006
0.645086	40.57942
0.644206	40.5803
0.643326	40.5803
0.643033	40.580886
>
0.640393	40.577366
0.640393	40.578246
0.640686	40.578833
0.641566	40.578833
0.642446	40.57942
0.643326	40.57942
0.645086	40.577953
0.646553	40.577953
0.647433	40.577073
0.65242	40.577073
0.653007	40.576486
0.652127	40.575899
0.652127	40.575019
0.65066	40.573846
0.650073	40.573552
0.649193	40.574433
0.647433	40.574433
0.646553	40.575313
0.645673	40.575313
0.644793	40.576193
0.643326	40.576193
0.642446	40.577073
0.640979	40.577073
0.640393	40.577366
>
0.643033	40.582353
0.643033	40.584993
0.644206	40.586167
0.645966	40.586167
0.64626	40.585873
0.64626	40.584993
0.64538	40.584113
0.64538	40.582353
0.645086	40.58206
0.643326	40.58206
0.643033	40.582353
>
0.659461	40.575019
0.660047	40.575313
0.660927	40.575313
0.661221	40.575019
0.661221	40.574139
0.660634	40.573846
0.659461	40.575019
>
0.656234	40.578246
0.656234	40.579126
0.656527	40.57942
0.657407	40.579713
0.659461	40.577366
0.659461	40.576779
0.659167	40.576193
0.658287	40.576193
0.657994	40.576486
0.657994	40.577366
0.657407	40.577953
0.656527	40.577953
0.656234	40.578246
>
0.654474	40.581766
0.65506	40.58206
0.65594	40.58206
0.657114	40.580886
0.656527	40.5803
0.65594	40.5803
0.654474	40.581766
>
0.64626	40.583233
0.646553	40.58382
0.647433	40.58382
0.64802	40.583233
0.647726	40.582353
0.647433	40.58206
0.64626	40.583233
>
0.652127	40.583233
0.65242	40.58382
0.6533	40.58382
0.653594	40.583233
0.6533	40.58294
0.65242	40.58294
0.652127	40.583233
>
0.64626	40.579126
0.64626	40.580006
0.646553	40.5803
0.647433	40.5803
0.647726	40.580006
0.64802	40.579126
0.647433	40.578833
0.646553	40.578833
0.64626	40.579126
>
0.64714	40.584993
0.64714	40.586753
0.647433	40.587047
0.648313	40.587047
0.649487	40.585873
0.649487	40.584113
0.649193	40.58382
0.648313	40.58382
0.64714	40.584993
>
0.648607	40.579126
0.648607	40.581766
0.649193	40.58206
0.650367	40.580886
0.650367	40.579126
0.650073	40.578833
0.649193	40.578833
0.648607	40.579126
>
0.651247	40.578246
0.651247	40.581473
0.65154	40.58206
0.6533	40.58206
0.653887	40.581766
0.653594	40.580886
0.654474	40.580006
0.654474	40.579126
0.6533	40.577953
0.65154	40.577953
0.651247	40.578246
>
0.703757	40.799142
0.703757	40.798262
0.706984	40.795035
0.706984	40.793275
0.707864	40.792395
0.707864	40.790048
0.707571	40.789461
0.706691	40.789461
0.706104	40.789168
0.706104	40.787408
0.706691	40.787114
0.707571	40.787114
0.708158	40.787995
0.709038	40.787995
0.709918	40.787114
0.710798	40.787114
0.711678	40.786234
0.712558	40.786234
0.712851	40.785941
0.712851	40.785061
0.714025	40.783888
0.714905	40.783594
0.716078	40.782421
0.716371	40.781541
0.716665	40.781247
0.717545	40.781247
0.718425	40.780367
0.719892	40.780367
0.720772	40.779487
0.722532	40.779487
0.723705	40.778314
0.723705	40.777434
0.725759	40.77538
0.726639	40.77538
0.729572	40.772447
0.729572	40.771567
0.730452	40.770687
0.730452	40.7701
0.730746	40.769513
0.734853	40.769513
0.735733	40.768633
0.739253	40.768633
0.74072	40.767166
0.744827	40.767166
0.745707	40.766286
0.747467	40.766286
0.748347	40.765406
0.755974	40.765406
0.756561	40.764526
0.765068	40.764526
0.765655	40.765406
0.768295	40.765406
0.769175	40.766286
0.771522	40.766286
0.772402	40.767166
0.775922	40.767166
0.776802	40.767753
0.778269	40.768046
0.778856	40.76834
0.778856	40.76922
0.779149	40.769513
0.781789	40.769513
0.782083	40.7701
0.782083	40.771567
0.782376	40.772153
0.785016	40.772153
0.78531	40.772447
0.78443	40.773327
0.784723	40.774207
0.782376	40.77626
0.781789	40.77626
0.780909	40.77714
0.780029	40.77714
0.779149	40.77802
0.777389	40.77802
0.776509	40.778607
0.775042	40.778607
0.774162	40.779487
0.773282	40.779487
0.772402	40.780367
0.765948	40.780367
0.765068	40.781247
0.764188	40.781247
0.763308	40.782127
0.762428	40.782127
0.761548	40.782714
0.760961	40.783008
0.760081	40.783594
0.758321	40.783594
0.757441	40.784474
0.755681	40.784474
0.754801	40.785354
0.754214	40.785354
0.753334	40.786234
0.752454	40.786234
0.750694	40.787995
0.74072	40.787995
0.73984	40.788581
